seqid,phobius_start,phobius_end,phobius_type
tr|A0A0D2WLX2|A0A0D2WLX2_CAPO3,0,0,OTHER
tr|A0A0D2WLX3|A0A0D2WLX3_CAPO3,0,0,OTHER
tr|A0A0D2WLX9|A0A0D2WLX9_CAPO3,0,0,OTHER
tr|A0A0D2WLY2|A0A0D2WLY2_CAPO3,0,0,OTHER
tr|A0A0D2WLY4|A0A0D2WLY4_CAPO3,0,0,OTHER
tr|A0A0D2WLZ3|A0A0D2WLZ3_CAPO3,0,0,OTHER
tr|A0A0D2WLZ9|A0A0D2WLZ9_CAPO3,0,0,OTHER
tr|A0A0D2WM01|A0A0D2WM01_CAPO3,0,0,OTHER
tr|A0A0D2WM03|A0A0D2WM03_CAPO3,0,0,OTHER
tr|A0A0D2WM08|A0A0D2WM08_CAPO3,0,0,OTHER
tr|A0A0D2WM10|A0A0D2WM10_CAPO3,0,0,OTHER
tr|A0A0D2WM14|A0A0D2WM14_CAPO3,0,0,OTHER
tr|A0A0D2WM17|A0A0D2WM17_CAPO3,0,0,OTHER
tr|A0A0D2WM21|A0A0D2WM21_CAPO3,0,0,OTHER
tr|A0A0D2WM25|A0A0D2WM25_CAPO3,0,0,OTHER
tr|A0A0D2WM28|A0A0D2WM28_CAPO3,0,0,OTHER
tr|A0A0D2WM37|A0A0D2WM37_CAPO3,0,0,OTHER
tr|A0A0D2WM39|A0A0D2WM39_CAPO3,0,0,OTHER
tr|A0A0D2WM40|A0A0D2WM40_CAPO3,0,0,OTHER
tr|A0A0D2WM42|A0A0D2WM42_CAPO3,0,0,OTHER
tr|A0A0D2WM44|A0A0D2WM44_CAPO3,0,0,OTHER
tr|A0A0D2WM49|A0A0D2WM49_CAPO3,0,0,OTHER
tr|A0A0D2WM52|A0A0D2WM52_CAPO3,0,0,OTHER
tr|A0A0D2WM57|A0A0D2WM57_CAPO3,0,0,OTHER
tr|A0A0D2WM63|A0A0D2WM63_CAPO3,0,0,OTHER
tr|A0A0D2WM66|A0A0D2WM66_CAPO3,0,0,OTHER
tr|A0A0D2WM68|A0A0D2WM68_CAPO3,0,0,OTHER
tr|A0A0D2WM72|A0A0D2WM72_CAPO3,0,0,OTHER
tr|A0A0D2WM76|A0A0D2WM76_CAPO3,0,0,OTHER
tr|A0A0D2WM77|A0A0D2WM77_CAPO3,0,0,OTHER
tr|A0A0D2WM83|A0A0D2WM83_CAPO3,0,0,OTHER
tr|A0A0D2WM89|A0A0D2WM89_CAPO3,0,0,OTHER
tr|A0A0D2WM90|A0A0D2WM90_CAPO3,0,0,OTHER
tr|A0A0D2WM92|A0A0D2WM92_CAPO3,0,0,OTHER
tr|A0A0D2WM97|A0A0D2WM97_CAPO3,0,0,OTHER
tr|A0A0D2WMA2|A0A0D2WMA2_CAPO3,0,0,OTHER
tr|A0A0D2WMA6|A0A0D2WMA6_CAPO3,0,0,OTHER
tr|A0A0D2WMA9|A0A0D2WMA9_CAPO3,0,0,OTHER
tr|A0A0D2WMB1|A0A0D2WMB1_CAPO3,0,0,OTHER
tr|A0A0D2WMB2|A0A0D2WMB2_CAPO3,0,0,OTHER
tr|A0A0D2WMB7|A0A0D2WMB7_CAPO3,0,0,OTHER
tr|A0A0D2WMC2|A0A0D2WMC2_CAPO3,0,0,OTHER
tr|A0A0D2WMC6|A0A0D2WMC6_CAPO3,0,0,OTHER
tr|A0A0D2WME0|A0A0D2WME0_CAPO3,0,0,OTHER
tr|A0A0D2WME6|A0A0D2WME6_CAPO3,0,0,OTHER
tr|A0A0D2WME9|A0A0D2WME9_CAPO3,0,0,OTHER
tr|A0A0D2WMF1|A0A0D2WMF1_CAPO3,0,0,OTHER
tr|A0A0D2WMF4|A0A0D2WMF4_CAPO3,0,0,OTHER
tr|A0A0D2WMF8|A0A0D2WMF8_CAPO3,0,0,OTHER
tr|A0A0D2WMG0|A0A0D2WMG0_CAPO3,0,0,OTHER
tr|A0A0D2WMG4|A0A0D2WMG4_CAPO3,0,0,OTHER
tr|A0A0D2WMG6|A0A0D2WMG6_CAPO3,0,0,OTHER
tr|A0A0D2WMH0|A0A0D2WMH0_CAPO3,0,0,OTHER
tr|A0A0D2WMH2|A0A0D2WMH2_CAPO3,0,0,OTHER
tr|A0A0D2WMH3|A0A0D2WMH3_CAPO3,0,0,OTHER
tr|A0A0D2WMH8|A0A0D2WMH8_CAPO3,0,0,OTHER
tr|A0A0D2WMI3|A0A0D2WMI3_CAPO3,0,0,OTHER
tr|A0A0D2WMI6|A0A0D2WMI6_CAPO3,0,0,OTHER
tr|A0A0D2WMI8|A0A0D2WMI8_CAPO3,0,0,OTHER
tr|A0A0D2WMJ4|A0A0D2WMJ4_CAPO3,0,0,OTHER
tr|A0A0D2WMJ6|A0A0D2WMJ6_CAPO3,0,0,OTHER
tr|A0A0D2WMK0|A0A0D2WMK0_CAPO3,0,0,OTHER
tr|A0A0D2WMK1|A0A0D2WMK1_CAPO3,0,0,OTHER
tr|A0A0D2WMK4|A0A0D2WMK4_CAPO3,0,0,OTHER
tr|A0A0D2WMK6|A0A0D2WMK6_CAPO3,0,0,OTHER
tr|A0A0D2WMK7|A0A0D2WMK7_CAPO3,0,0,OTHER
tr|A0A0D2WML0|A0A0D2WML0_CAPO3,0,0,OTHER
tr|A0A0D2WML2|A0A0D2WML2_CAPO3,0,0,OTHER
tr|A0A0D2WML3|A0A0D2WML3_CAPO3,0,0,OTHER
tr|A0A0D2WML4|A0A0D2WML4_CAPO3,0,0,OTHER
tr|A0A0D2WMM1|A0A0D2WMM1_CAPO3,0,0,OTHER
tr|A0A0D2WMM7|A0A0D2WMM7_CAPO3,0,0,OTHER
tr|A0A0D2WMM8|A0A0D2WMM8_CAPO3,0,0,OTHER
tr|A0A0D2WMN1|A0A0D2WMN1_CAPO3,0,0,OTHER
tr|A0A0D2WMN2|A0A0D2WMN2_CAPO3,0,0,OTHER
tr|A0A0D2WMN6|A0A0D2WMN6_CAPO3,0,0,OTHER
tr|A0A0D2WMN7|A0A0D2WMN7_CAPO3,0,0,OTHER
tr|A0A0D2WMP7|A0A0D2WMP7_CAPO3,0,0,OTHER
tr|A0A0D2WMP8|A0A0D2WMP8_CAPO3,0,0,OTHER
tr|A0A0D2WMP9|A0A0D2WMP9_CAPO3,0,0,OTHER
tr|A0A0D2WMQ1|A0A0D2WMQ1_CAPO3,0,0,OTHER
tr|A0A0D2WMQ6|A0A0D2WMQ6_CAPO3,0,0,OTHER
tr|A0A0D2WMQ8|A0A0D2WMQ8_CAPO3,0,0,OTHER
tr|A0A0D2WMR0|A0A0D2WMR0_CAPO3,0,0,OTHER
tr|A0A0D2WMR1|A0A0D2WMR1_CAPO3,0,0,OTHER
tr|A0A0D2WMR2|A0A0D2WMR2_CAPO3,0,0,OTHER
tr|A0A0D2WMR4|A0A0D2WMR4_CAPO3,0,0,OTHER
tr|A0A0D2WMR5|A0A0D2WMR5_CAPO3,0,0,OTHER
tr|A0A0D2WMS6|A0A0D2WMS6_CAPO3,0,0,OTHER
tr|A0A0D2WMT0|A0A0D2WMT0_CAPO3,0,0,OTHER
tr|A0A0D2WMT1|A0A0D2WMT1_CAPO3,0,0,OTHER
tr|A0A0D2WMT3|A0A0D2WMT3_CAPO3,0,0,OTHER
tr|A0A0D2WMT9|A0A0D2WMT9_CAPO3,0,0,OTHER
tr|A0A0D2WMU1|A0A0D2WMU1_CAPO3,0,0,OTHER
tr|A0A0D2WMU3|A0A0D2WMU3_CAPO3,0,0,OTHER
tr|A0A0D2WMU4|A0A0D2WMU4_CAPO3,0,0,OTHER
tr|A0A0D2WMU6|A0A0D2WMU6_CAPO3,0,0,OTHER
tr|A0A0D2WMU8|A0A0D2WMU8_CAPO3,0,0,OTHER
tr|A0A0D2WMV0|A0A0D2WMV0_CAPO3,0,0,OTHER
tr|A0A0D2WMV5|A0A0D2WMV5_CAPO3,0,0,OTHER
tr|A0A0D2WMV8|A0A0D2WMV8_CAPO3,0,0,OTHER
tr|A0A0D2WMV9|A0A0D2WMV9_CAPO3,0,0,OTHER
tr|A0A0D2WMW7|A0A0D2WMW7_CAPO3,0,0,OTHER
tr|A0A0D2WMW8|A0A0D2WMW8_CAPO3,0,0,OTHER
tr|A0A0D2WMX3|A0A0D2WMX3_CAPO3,0,0,OTHER
tr|A0A0D2WMX8|A0A0D2WMX8_CAPO3,0,0,OTHER
tr|A0A0D2WMX9|A0A0D2WMX9_CAPO3,0,0,OTHER
tr|A0A0D2WMY2|A0A0D2WMY2_CAPO3,0,0,OTHER
tr|A0A0D2WMY3|A0A0D2WMY3_CAPO3,0,0,OTHER
tr|A0A0D2WMY4|A0A0D2WMY4_CAPO3,0,0,OTHER
tr|A0A0D2WMY8|A0A0D2WMY8_CAPO3,0,0,OTHER
tr|A0A0D2WMZ0|A0A0D2WMZ0_CAPO3,0,0,OTHER
tr|A0A0D2WMZ4|A0A0D2WMZ4_CAPO3,0,0,OTHER
tr|A0A0D2WMZ9|A0A0D2WMZ9_CAPO3,0,0,OTHER
tr|A0A0D2WN02|A0A0D2WN02_CAPO3,0,0,OTHER
tr|A0A0D2WN04|A0A0D2WN04_CAPO3,0,0,OTHER
tr|A0A0D2WN06|A0A0D2WN06_CAPO3,0,0,OTHER
tr|A0A0D2WN07|A0A0D2WN07_CAPO3,0,0,OTHER
tr|A0A0D2WN10|A0A0D2WN10_CAPO3,0,0,OTHER
tr|A0A0D2WN13|A0A0D2WN13_CAPO3,0,0,OTHER
tr|A0A0D2WN16|A0A0D2WN16_CAPO3,0,0,OTHER
tr|A0A0D2WN20|A0A0D2WN20_CAPO3,0,0,OTHER
tr|A0A0D2WN21|A0A0D2WN21_CAPO3,0,0,OTHER
tr|A0A0D2WN22|A0A0D2WN22_CAPO3,0,0,OTHER
tr|A0A0D2WN23|A0A0D2WN23_CAPO3,0,0,OTHER
tr|A0A0D2WN29|A0A0D2WN29_CAPO3,0,0,OTHER
tr|A0A0D2WN34|A0A0D2WN34_CAPO3,0,0,OTHER
tr|A0A0D2WN35|A0A0D2WN35_CAPO3,0,0,OTHER
tr|A0A0D2WN43|A0A0D2WN43_CAPO3,0,0,OTHER
tr|A0A0D2WN54|A0A0D2WN54_CAPO3,0,0,OTHER
tr|A0A0D2WN60|A0A0D2WN60_CAPO3,0,0,OTHER
tr|A0A0D2WN63|A0A0D2WN63_CAPO3,0,0,OTHER
tr|A0A0D2WN72|A0A0D2WN72_CAPO3,0,0,OTHER
tr|A0A0D2WN74|A0A0D2WN74_CAPO3,0,0,OTHER
tr|A0A0D2WN77|A0A0D2WN77_CAPO3,0,0,OTHER
tr|A0A0D2WN80|A0A0D2WN80_CAPO3,0,0,OTHER
tr|A0A0D2WN84|A0A0D2WN84_CAPO3,0,0,OTHER
tr|A0A0D2WN85|A0A0D2WN85_CAPO3,0,0,OTHER
tr|A0A0D2WN87|A0A0D2WN87_CAPO3,0,0,OTHER
tr|A0A0D2WN89|A0A0D2WN89_CAPO3,0,0,OTHER
tr|A0A0D2WN93|A0A0D2WN93_CAPO3,0,0,OTHER
tr|A0A0D2WN95|A0A0D2WN95_CAPO3,0,0,OTHER
tr|A0A0D2WNA0|A0A0D2WNA0_CAPO3,0,0,OTHER
tr|A0A0D2WNA1|A0A0D2WNA1_CAPO3,0,0,OTHER
tr|A0A0D2WNB0|A0A0D2WNB0_CAPO3,0,0,OTHER
tr|A0A0D2WNB1|A0A0D2WNB1_CAPO3,0,0,OTHER
tr|A0A0D2WNB3|A0A0D2WNB3_CAPO3,0,0,OTHER
tr|A0A0D2WNB4|A0A0D2WNB4_CAPO3,0,0,OTHER
tr|A0A0D2WNB7|A0A0D2WNB7_CAPO3,0,0,OTHER
tr|A0A0D2WNB9|A0A0D2WNB9_CAPO3,0,0,OTHER
tr|A0A0D2WNC2|A0A0D2WNC2_CAPO3,0,0,OTHER
tr|A0A0D2WNC4|A0A0D2WNC4_CAPO3,0,0,OTHER
tr|A0A0D2WNC7|A0A0D2WNC7_CAPO3,0,0,OTHER
tr|A0A0D2WNC8|A0A0D2WNC8_CAPO3,0,0,OTHER
tr|A0A0D2WND0|A0A0D2WND0_CAPO3,0,0,OTHER
tr|A0A0D2WND1|A0A0D2WND1_CAPO3,0,0,OTHER
tr|A0A0D2WND7|A0A0D2WND7_CAPO3,0,0,OTHER
tr|A0A0D2WND9|A0A0D2WND9_CAPO3,0,0,OTHER
tr|A0A0D2WNE2|A0A0D2WNE2_CAPO3,0,0,OTHER
tr|A0A0D2WNE3|A0A0D2WNE3_CAPO3,0,0,OTHER
tr|A0A0D2WNE6|A0A0D2WNE6_CAPO3,0,0,OTHER
tr|A0A0D2WNF1|A0A0D2WNF1_CAPO3,0,0,OTHER
tr|A0A0D2WNF3|A0A0D2WNF3_CAPO3,0,0,OTHER
tr|A0A0D2WNF4|A0A0D2WNF4_CAPO3,0,0,OTHER
tr|A0A0D2WNF7|A0A0D2WNF7_CAPO3,0,0,OTHER
tr|A0A0D2WNG1|A0A0D2WNG1_CAPO3,0,0,OTHER
tr|A0A0D2WNG5|A0A0D2WNG5_CAPO3,0,0,OTHER
tr|A0A0D2WNG7|A0A0D2WNG7_CAPO3,0,0,OTHER
tr|A0A0D2WNG9|A0A0D2WNG9_CAPO3,0,0,OTHER
tr|A0A0D2WNH0|A0A0D2WNH0_CAPO3,0,0,OTHER
tr|A0A0D2WNH1|A0A0D2WNH1_CAPO3,0,0,OTHER
tr|A0A0D2WNH6|A0A0D2WNH6_CAPO3,0,0,OTHER
tr|A0A0D2WNI0|A0A0D2WNI0_CAPO3,0,0,OTHER
tr|A0A0D2WNI3|A0A0D2WNI3_CAPO3,0,0,OTHER
tr|A0A0D2WNJ0|A0A0D2WNJ0_CAPO3,0,0,OTHER
tr|A0A0D2WNJ4|A0A0D2WNJ4_CAPO3,0,0,OTHER
tr|A0A0D2WNJ8|A0A0D2WNJ8_CAPO3,0,0,OTHER
tr|A0A0D2WNJ9|A0A0D2WNJ9_CAPO3,0,0,OTHER
tr|A0A0D2WNK2|A0A0D2WNK2_CAPO3,0,0,OTHER
tr|A0A0D2WNK3|A0A0D2WNK3_CAPO3,0,0,OTHER
tr|A0A0D2WNK5|A0A0D2WNK5_CAPO3,0,0,OTHER
tr|A0A0D2WNK6|A0A0D2WNK6_CAPO3,0,0,OTHER
tr|A0A0D2WNL0|A0A0D2WNL0_CAPO3,0,0,OTHER
tr|A0A0D2WNL6|A0A0D2WNL6_CAPO3,0,0,OTHER
tr|A0A0D2WNL7|A0A0D2WNL7_CAPO3,0,0,OTHER
tr|A0A0D2WNM1|A0A0D2WNM1_CAPO3,0,0,OTHER
tr|A0A0D2WNM4|A0A0D2WNM4_CAPO3,0,0,OTHER
tr|A0A0D2WNM8|A0A0D2WNM8_CAPO3,0,0,OTHER
tr|A0A0D2WNM9|A0A0D2WNM9_CAPO3,0,0,OTHER
tr|A0A0D2WNN2|A0A0D2WNN2_CAPO3,0,0,OTHER
tr|A0A0D2WNN5|A0A0D2WNN5_CAPO3,0,0,OTHER
tr|A0A0D2WNN9|A0A0D2WNN9_CAPO3,0,0,OTHER
tr|A0A0D2WNP9|A0A0D2WNP9_CAPO3,0,0,OTHER
tr|A0A0D2WNQ8|A0A0D2WNQ8_CAPO3,0,0,OTHER
tr|A0A0D2WNR3|A0A0D2WNR3_CAPO3,0,0,OTHER
tr|A0A0D2WNR4|A0A0D2WNR4_CAPO3,0,0,OTHER
tr|A0A0D2WNR7|A0A0D2WNR7_CAPO3,0,0,OTHER
tr|A0A0D2WNR8|A0A0D2WNR8_CAPO3,0,0,OTHER
tr|A0A0D2WNS2|A0A0D2WNS2_CAPO3,0,0,OTHER
tr|A0A0D2WNS6|A0A0D2WNS6_CAPO3,0,0,OTHER
tr|A0A0D2WNS7|A0A0D2WNS7_CAPO3,0,0,OTHER
tr|A0A0D2WNT2|A0A0D2WNT2_CAPO3,0,0,OTHER
tr|A0A0D2WNT6|A0A0D2WNT6_CAPO3,0,0,OTHER
tr|A0A0D2WNU4|A0A0D2WNU4_CAPO3,0,0,OTHER
tr|A0A0D2WNU6|A0A0D2WNU6_CAPO3,0,0,OTHER
tr|A0A0D2WNU9|A0A0D2WNU9_CAPO3,0,0,OTHER
tr|A0A0D2WNV2|A0A0D2WNV2_CAPO3,0,0,OTHER
tr|A0A0D2WNV5|A0A0D2WNV5_CAPO3,0,0,OTHER
tr|A0A0D2WNV6|A0A0D2WNV6_CAPO3,0,0,OTHER
tr|A0A0D2WNV8|A0A0D2WNV8_CAPO3,0,0,OTHER
tr|A0A0D2WNW0|A0A0D2WNW0_CAPO3,0,0,OTHER
tr|A0A0D2WNW4|A0A0D2WNW4_CAPO3,0,0,OTHER
tr|A0A0D2WNW7|A0A0D2WNW7_CAPO3,0,0,OTHER
tr|A0A0D2WNX0|A0A0D2WNX0_CAPO3,0,0,OTHER
tr|A0A0D2WNX5|A0A0D2WNX5_CAPO3,0,0,OTHER
tr|A0A0D2WNX8|A0A0D2WNX8_CAPO3,0,0,OTHER
tr|A0A0D2WNY4|A0A0D2WNY4_CAPO3,0,0,OTHER
tr|A0A0D2WNY8|A0A0D2WNY8_CAPO3,0,0,OTHER
tr|A0A0D2WNZ2|A0A0D2WNZ2_CAPO3,0,0,OTHER
tr|A0A0D2WNZ6|A0A0D2WNZ6_CAPO3,0,0,OTHER
tr|A0A0D2WP00|A0A0D2WP00_CAPO3,0,0,OTHER
tr|A0A0D2WP01|A0A0D2WP01_CAPO3,0,0,OTHER
tr|A0A0D2WP02|A0A0D2WP02_CAPO3,0,0,OTHER
tr|A0A0D2WP03|A0A0D2WP03_CAPO3,0,0,OTHER
tr|A0A0D2WP04|A0A0D2WP04_CAPO3,0,0,OTHER
tr|A0A0D2WP06|A0A0D2WP06_CAPO3,0,0,OTHER
tr|A0A0D2WP15|A0A0D2WP15_CAPO3,0,0,OTHER
tr|A0A0D2WP16|A0A0D2WP16_CAPO3,0,0,OTHER
tr|A0A0D2WP20|A0A0D2WP20_CAPO3,0,0,OTHER
tr|A0A0D2WP26|A0A0D2WP26_CAPO3,0,0,OTHER
tr|A0A0D2WP40|A0A0D2WP40_CAPO3,0,0,OTHER
tr|A0A0D2WP42|A0A0D2WP42_CAPO3,0,0,OTHER
tr|A0A0D2WP44|A0A0D2WP44_CAPO3,0,0,OTHER
tr|A0A0D2WP47|A0A0D2WP47_CAPO3,0,0,OTHER
tr|A0A0D2WP49|A0A0D2WP49_CAPO3,0,0,OTHER
tr|A0A0D2WP51|A0A0D2WP51_CAPO3,0,0,OTHER
tr|A0A0D2WP53|A0A0D2WP53_CAPO3,0,0,OTHER
tr|A0A0D2WP55|A0A0D2WP55_CAPO3,0,0,OTHER
tr|A0A0D2WP59|A0A0D2WP59_CAPO3,0,0,OTHER
tr|A0A0D2WP63|A0A0D2WP63_CAPO3,0,0,OTHER
tr|A0A0D2WP64|A0A0D2WP64_CAPO3,0,0,OTHER
tr|A0A0D2WP73|A0A0D2WP73_CAPO3,0,0,OTHER
tr|A0A0D2WP75|A0A0D2WP75_CAPO3,0,0,OTHER
tr|A0A0D2WP76|A0A0D2WP76_CAPO3,0,0,OTHER
tr|A0A0D2WP83|A0A0D2WP83_CAPO3,0,0,OTHER
tr|A0A0D2WP87|A0A0D2WP87_CAPO3,0,0,OTHER
tr|A0A0D2WP89|A0A0D2WP89_CAPO3,0,0,OTHER
tr|A0A0D2WP93|A0A0D2WP93_CAPO3,0,0,OTHER
tr|A0A0D2WP95|A0A0D2WP95_CAPO3,0,0,OTHER
tr|A0A0D2WP97|A0A0D2WP97_CAPO3,0,0,OTHER
tr|A0A0D2WP98|A0A0D2WP98_CAPO3,0,0,OTHER
tr|A0A0D2WP99|A0A0D2WP99_CAPO3,0,0,OTHER
tr|A0A0D2WPA1|A0A0D2WPA1_CAPO3,0,0,OTHER
tr|A0A0D2WPA3|A0A0D2WPA3_CAPO3,0,0,OTHER
tr|A0A0D2WPA5|A0A0D2WPA5_CAPO3,0,0,OTHER
tr|A0A0D2WPB3|A0A0D2WPB3_CAPO3,0,0,OTHER
tr|A0A0D2WPB4|A0A0D2WPB4_CAPO3,0,0,OTHER
tr|A0A0D2WPB5|A0A0D2WPB5_CAPO3,0,0,OTHER
tr|A0A0D2WPB8|A0A0D2WPB8_CAPO3,0,0,OTHER
tr|A0A0D2WPC3|A0A0D2WPC3_CAPO3,0,0,OTHER
tr|A0A0D2WPC5|A0A0D2WPC5_CAPO3,0,0,OTHER
tr|A0A0D2WPC6|A0A0D2WPC6_CAPO3,0,0,OTHER
tr|A0A0D2WPD0|A0A0D2WPD0_CAPO3,0,0,OTHER
tr|A0A0D2WPD1|A0A0D2WPD1_CAPO3,0,0,OTHER
tr|A0A0D2WPD3|A0A0D2WPD3_CAPO3,0,0,OTHER
tr|A0A0D2WPD4|A0A0D2WPD4_CAPO3,0,0,OTHER
tr|A0A0D2WPD5|A0A0D2WPD5_CAPO3,0,0,OTHER
tr|A0A0D2WPD7|A0A0D2WPD7_CAPO3,0,0,OTHER
tr|A0A0D2WPD9|A0A0D2WPD9_CAPO3,0,0,OTHER
tr|A0A0D2WPE1|A0A0D2WPE1_CAPO3,0,0,OTHER
tr|A0A0D2WPE5|A0A0D2WPE5_CAPO3,0,0,OTHER
tr|A0A0D2WPE6|A0A0D2WPE6_CAPO3,0,0,OTHER
tr|A0A0D2WPE8|A0A0D2WPE8_CAPO3,0,0,OTHER
tr|A0A0D2WPF4|A0A0D2WPF4_CAPO3,0,0,OTHER
tr|A0A0D2WPF8|A0A0D2WPF8_CAPO3,0,0,OTHER
tr|A0A0D2WPG2|A0A0D2WPG2_CAPO3,0,0,OTHER
tr|A0A0D2WPG5|A0A0D2WPG5_CAPO3,0,0,OTHER
tr|A0A0D2WPG7|A0A0D2WPG7_CAPO3,0,0,OTHER
tr|A0A0D2WPH5|A0A0D2WPH5_CAPO3,0,0,OTHER
tr|A0A0D2WPH6|A0A0D2WPH6_CAPO3,0,0,OTHER
tr|A0A0D2WPH8|A0A0D2WPH8_CAPO3,0,0,OTHER
tr|A0A0D2WPH9|A0A0D2WPH9_CAPO3,0,0,OTHER
tr|A0A0D2WPI2|A0A0D2WPI2_CAPO3,0,0,OTHER
tr|A0A0D2WPI7|A0A0D2WPI7_CAPO3,0,0,OTHER
tr|A0A0D2WPJ0|A0A0D2WPJ0_CAPO3,0,0,OTHER
tr|A0A0D2WPJ3|A0A0D2WPJ3_CAPO3,0,0,OTHER
tr|A0A0D2WPJ6|A0A0D2WPJ6_CAPO3,0,0,OTHER
tr|A0A0D2WPK0|A0A0D2WPK0_CAPO3,0,0,OTHER
tr|A0A0D2WPK2|A0A0D2WPK2_CAPO3,0,0,OTHER
tr|A0A0D2WPK4|A0A0D2WPK4_CAPO3,0,0,OTHER
tr|A0A0D2WPK7|A0A0D2WPK7_CAPO3,0,0,OTHER
tr|A0A0D2WPK9|A0A0D2WPK9_CAPO3,0,0,OTHER
tr|A0A0D2WPL6|A0A0D2WPL6_CAPO3,0,0,OTHER
tr|A0A0D2WPL8|A0A0D2WPL8_CAPO3,0,0,OTHER
tr|A0A0D2WPL9|A0A0D2WPL9_CAPO3,0,0,OTHER
tr|A0A0D2WPM0|A0A0D2WPM0_CAPO3,0,0,OTHER
tr|A0A0D2WPM1|A0A0D2WPM1_CAPO3,0,0,OTHER
tr|A0A0D2WPM5|A0A0D2WPM5_CAPO3,0,0,OTHER
tr|A0A0D2WPM6|A0A0D2WPM6_CAPO3,0,0,OTHER
tr|A0A0D2WPM7|A0A0D2WPM7_CAPO3,0,0,OTHER
tr|A0A0D2WPM9|A0A0D2WPM9_CAPO3,0,0,OTHER
tr|A0A0D2WPN2|A0A0D2WPN2_CAPO3,0,0,OTHER
tr|A0A0D2WPN6|A0A0D2WPN6_CAPO3,0,0,OTHER
tr|A0A0D2WPN7|A0A0D2WPN7_CAPO3,0,0,OTHER
tr|A0A0D2WPP6|A0A0D2WPP6_CAPO3,0,0,OTHER
tr|A0A0D2WPP8|A0A0D2WPP8_CAPO3,0,0,OTHER
tr|A0A0D2WPQ1|A0A0D2WPQ1_CAPO3,0,0,OTHER
tr|A0A0D2WPQ2|A0A0D2WPQ2_CAPO3,0,0,OTHER
tr|A0A0D2WPQ6|A0A0D2WPQ6_CAPO3,0,0,OTHER
tr|A0A0D2WPQ7|A0A0D2WPQ7_CAPO3,0,0,OTHER
tr|A0A0D2WPR1|A0A0D2WPR1_CAPO3,0,0,OTHER
tr|A0A0D2WPR3|A0A0D2WPR3_CAPO3,0,0,OTHER
tr|A0A0D2WPR7|A0A0D2WPR7_CAPO3,0,0,OTHER
tr|A0A0D2WPS0|A0A0D2WPS0_CAPO3,0,0,OTHER
tr|A0A0D2WPS1|A0A0D2WPS1_CAPO3,0,0,OTHER
tr|A0A0D2WPS2|A0A0D2WPS2_CAPO3,0,0,OTHER
tr|A0A0D2WPS6|A0A0D2WPS6_CAPO3,0,0,OTHER
tr|A0A0D2WPS8|A0A0D2WPS8_CAPO3,0,0,OTHER
tr|A0A0D2WPT3|A0A0D2WPT3_CAPO3,0,0,OTHER
tr|A0A0D2WPT4|A0A0D2WPT4_CAPO3,0,0,OTHER
tr|A0A0D2WPT5|A0A0D2WPT5_CAPO3,0,0,OTHER
tr|A0A0D2WPT8|A0A0D2WPT8_CAPO3,0,0,OTHER
tr|A0A0D2WPU1|A0A0D2WPU1_CAPO3,0,0,OTHER
tr|A0A0D2WPU4|A0A0D2WPU4_CAPO3,0,0,OTHER
tr|A0A0D2WPV2|A0A0D2WPV2_CAPO3,0,0,OTHER
tr|A0A0D2WPV7|A0A0D2WPV7_CAPO3,0,0,OTHER
tr|A0A0D2WPW1|A0A0D2WPW1_CAPO3,0,0,OTHER
tr|A0A0D2WPW3|A0A0D2WPW3_CAPO3,0,0,OTHER
tr|A0A0D2WPX0|A0A0D2WPX0_CAPO3,0,0,OTHER
tr|A0A0D2WPX2|A0A0D2WPX2_CAPO3,0,0,OTHER
tr|A0A0D2WPX5|A0A0D2WPX5_CAPO3,0,0,OTHER
tr|A0A0D2WPX7|A0A0D2WPX7_CAPO3,0,0,OTHER
tr|A0A0D2WPY1|A0A0D2WPY1_CAPO3,0,0,OTHER
tr|A0A0D2WPY4|A0A0D2WPY4_CAPO3,0,0,OTHER
tr|A0A0D2WPY7|A0A0D2WPY7_CAPO3,0,0,OTHER
tr|A0A0D2WPY9|A0A0D2WPY9_CAPO3,0,0,OTHER
tr|A0A0D2WPZ0|A0A0D2WPZ0_CAPO3,0,0,OTHER
tr|A0A0D2WPZ4|A0A0D2WPZ4_CAPO3,0,0,OTHER
tr|A0A0D2WPZ7|A0A0D2WPZ7_CAPO3,0,0,OTHER
tr|A0A0D2WQ03|A0A0D2WQ03_CAPO3,0,0,OTHER
tr|A0A0D2WQ05|A0A0D2WQ05_CAPO3,0,0,OTHER
tr|A0A0D2WQ07|A0A0D2WQ07_CAPO3,0,0,OTHER
tr|A0A0D2WQ09|A0A0D2WQ09_CAPO3,0,0,OTHER
tr|A0A0D2WQ11|A0A0D2WQ11_CAPO3,0,0,OTHER
tr|A0A0D2WQ14|A0A0D2WQ14_CAPO3,0,0,OTHER
tr|A0A0D2WQ16|A0A0D2WQ16_CAPO3,0,0,OTHER
tr|A0A0D2WQ17|A0A0D2WQ17_CAPO3,0,0,OTHER
tr|A0A0D2WQ18|A0A0D2WQ18_CAPO3,0,0,OTHER
tr|A0A0D2WQ19|A0A0D2WQ19_CAPO3,0,0,OTHER
tr|A0A0D2WQ21|A0A0D2WQ21_CAPO3,0,0,OTHER
tr|A0A0D2WQ22|A0A0D2WQ22_CAPO3,0,0,OTHER
tr|A0A0D2WQ23|A0A0D2WQ23_CAPO3,0,0,OTHER
tr|A0A0D2WQ32|A0A0D2WQ32_CAPO3,0,0,OTHER
