"seqid","window_length","window_start","window_end","window_type","window_origin","KD_hydropathy","KD_max_hydropathy","rose_hydropathy","rose_max_hydropathy"
"YDL054C",21,30,51,"TM","phobius",45.2222222222222,2.05555555555556,17.5511111111111,0.797777777777778
"YOR044W",26,7,33,"TM","phobius",87.3,3.23333333333333,22.53,0.834444444444444
"YHR143W",11,5,16,"SP","phobius",37.4666666666667,3.12222222222222,10.2,0.85
"YOR320C",22,12,34,"TM","phobius",77.1777777777778,3.35555555555556,19.6522222222222,0.854444444444444
"YGR213C",22,15,37,"TM","phobius",70.2777777777778,3.05555555555556,19.3711111111111,0.842222222222222
"YPR068C",7,4,11,"SP","phobius",12.4444444444444,1.55555555555556,6.21333333333333,0.776666666666667
"YNL048W",19,22,41,"TM","phobius",48.4444444444444,2.42222222222222,16.2,0.81
"YGR131W",16,12,28,"TM","phobius",51.3777777777778,3.02222222222222,14.1288888888889,0.831111111111111
"YGL020C",11,3,14,"SP","phobius",41.0666666666667,3.42222222222222,10.1066666666667,0.842222222222222
"YDL123W",18,13,31,"TM","phobius",54.6777777777778,2.87777777777778,16.0655555555556,0.845555555555556
"YGL054C",7,3,10,"SP","phobius",25.2444444444444,3.15555555555556,6.78222222222222,0.847777777777778
"YKR058W",9,5,14,"SP","phobius",18.5555555555556,1.85555555555556,7.81111111111111,0.781111111111111
"YJL094C",21,23,44,"TM","phobius",66.9777777777778,3.04444444444444,18.5533333333333,0.843333333333333
"YNL214W",19,35,54,"TM","phobius",54.8888888888889,2.74444444444444,16.8444444444444,0.842222222222222
"YML067C",19,21,40,"TM","phobius",51.7777777777778,2.58888888888889,16.7555555555556,0.837777777777778
"YJR153W",11,7,18,"SP","phobius",28.6666666666667,2.38888888888889,9.76,0.813333333333333
"YNL149C",18,23,41,"TM","phobius",49.8222222222222,2.62222222222222,15.8544444444444,0.834444444444445
"YBR296C",24,6,30,"TM","phobius",71.3888888888889,2.85555555555556,20.7222222222222,0.828888888888889
"YKL150W",19,12,31,"TM","phobius",47.3333333333333,2.36666666666667,15.8,0.79
"YBR078W",8,6,14,"SP","phobius",15.3,1.7,6.86,0.762222222222222
"YAL007C",15,5,20,"SP","phobius",59.3777777777778,3.71111111111111,13.6355555555556,0.852222222222222
"YHR204W",11,2,13,"SP","phobius",37.2,3.1,10.3866666666667,0.865555555555555
"YNL300W",10,3,13,"SP","phobius",24.2,2.2,8.58,0.78
"YBR241C",20,20,40,"TM","phobius",56,2.66666666666667,17.2433333333333,0.821111111111111
"YNR066C",13,3,16,"SP","phobius",36.7111111111111,2.62222222222222,11.76,0.84
"YNL003C",10,3,13,"SP","phobius",20.5333333333333,1.86666666666667,8.73888888888889,0.794444444444444
"YJL061W",8,7,15,"SP","phobius",12.6,1.4,6.86,0.762222222222222
"YOR067C",17,42,59,"TM","phobius",43.4,2.41111111111111,14.46,0.803333333333333
"YNL012W",8,4,12,"SP","phobius",28.4,3.15555555555556,7.54,0.837777777777778
"YOL163W",25,21,46,"TM","phobius",52.2888888888889,2.01111111111111,21.2622222222222,0.817777777777778
"YCR011C",8,12,20,"SP","phobius",24.5,2.72222222222222,7.39,0.821111111111111
"YOR065W",18,36,54,"TM","phobius",38.6333333333333,2.03333333333333,14.6722222222222,0.772222222222222
"YDR352W",22,6,28,"TM","phobius",47.5333333333333,2.06666666666667,18.5277777777778,0.805555555555556
"YIL014W",10,15,25,"SP","phobius",29.9444444444444,2.72222222222222,9.02,0.82
"YMR071C",29,29,58,"TM","phobius",98.3333333333333,3.27777777777778,25.3,0.843333333333333
"YIL090W",19,41,60,"TM","phobius",42.6666666666667,2.13333333333333,16.3555555555556,0.817777777777778
"YOL026C",20,35,55,"TM","phobius",41.7666666666667,1.98888888888889,16.6833333333333,0.794444444444444
"YOR149C",19,6,25,"TM","phobius",49.1111111111111,2.45555555555556,16.4888888888889,0.824444444444444
"YDR319C",18,12,30,"TM","phobius",53.4111111111111,2.81111111111111,15.4111111111111,0.811111111111111
"YPR028W",20,38,58,"TM","phobius",61.8333333333333,2.94444444444444,17.6633333333333,0.841111111111111
"YMR015C",17,42,59,"TM","phobius",56.4,3.13333333333333,15.26,0.847777777777778
"YER074W-A",18,6,24,"TM","phobius",63.1222222222222,3.32222222222222,16.1711111111111,0.851111111111111
"YGL194C-A",17,12,29,"TM","phobius",74.8,4.15555555555556,15.56,0.864444444444444
"YJL051W",24,12,36,"TM","phobius",66.9444444444445,2.67777777777778,20.3055555555556,0.812222222222222
"YDR420W",7,9,16,"SP","phobius",20.8,2.6,6.47111111111111,0.808888888888889
"YBL039W-B",18,23,41,"TM","phobius",42.6444444444444,2.24444444444444,15.9177777777778,0.837777777777778
"YOR079C",22,6,28,"TM","phobius",71.5555555555556,3.11111111111111,19.1922222222222,0.834444444444444
"YKL140W",19,14,33,"TM","phobius",60.6666666666667,3.03333333333333,16.8666666666667,0.843333333333333
"YLR448W",17,30,47,"TM","phobius",43.2,2.4,14.54,0.807777777777778
"YKL124W",20,40,60,"TM","phobius",62.7666666666667,2.98888888888889,17.5233333333333,0.834444444444444
"YJL183W",18,33,51,"TM","phobius",59.5333333333333,3.13333333333333,16.0655555555556,0.845555555555556
"YLR130C",20,26,46,"TM","phobius",80.2666666666667,3.82222222222222,17.9666666666667,0.855555555555556
"YHR188C",12,3,15,"SP","phobius",29.9,2.3,10.6311111111111,0.817777777777778
"YDR434W",18,9,27,"TM","phobius",52.5666666666667,2.76666666666667,16.1288888888889,0.848888888888889
"YNL326C",19,6,25,"TM","phobius",30,1.5,16.4666666666667,0.823333333333333
"YLR300W",8,6,14,"SP","phobius",19.8,2.2,7.27,0.807777777777778
"YNL279W",18,17,35,"TM","phobius",55.3111111111111,2.91111111111111,15.6222222222222,0.822222222222222
"YJL077C",21,35,56,"TM","phobius",56.9555555555556,2.58888888888889,18.4066666666667,0.836666666666667
"YAL053W",8,10,18,"SP","phobius",25.2,2.8,7.72,0.857777777777778
"YMR272W-B",10,3,13,"SP","phobius",27.0111111111111,2.45555555555556,8.89777777777778,0.808888888888889
"YPL006W",11,3,14,"SP","phobius",34,2.83333333333333,9.98666666666667,0.832222222222222
"YJL116C",10,3,13,"SP","phobius",21.7555555555556,1.97777777777778,8.51888888888889,0.774444444444444
"YLR241W",18,37,55,"TM","phobius",47.9222222222222,2.52222222222222,15.4322222222222,0.812222222222222
"YKL077W",11,6,17,"SP","phobius",29.8666666666667,2.48888888888889,9.74666666666667,0.812222222222222
"YHR151C",11,3,14,"SP","phobius",34.9333333333333,2.91111111111111,10.28,0.856666666666667
"YCL012C",12,9,21,"SP","phobius",42.0333333333333,3.23333333333333,10.8911111111111,0.837777777777778
"YPR075C",11,7,18,"SP","phobius",3.6,0.3,8.44,0.703333333333333
"YBR199W",18,12,30,"TM","phobius",65.8666666666667,3.46666666666667,15.8122222222222,0.832222222222222
"YER069W",7,3,10,"SP","phobius",10.2222222222222,1.27777777777778,6.01777777777778,0.752222222222222
"YMR305C",7,6,13,"SP","phobius",16,2,6.30222222222222,0.787777777777778
"YDR542W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YGL012W",20,40,60,"TM","phobius",47.8333333333333,2.27777777777778,17.1966666666667,0.818888888888889
"YML028W",21,34,55,"TM","phobius",61.8444444444444,2.81111111111111,17.9422222222222,0.815555555555556
"YBR070C",22,6,28,"TM","phobius",62.6111111111111,2.72222222222222,18.86,0.82
"YDR169C-A",7,23,30,"SP","phobius",16,2,6.32888888888889,0.791111111111111
"YIL075C",10,3,13,"SP","phobius",22.3666666666667,2.03333333333333,8.50666666666667,0.773333333333333
"YKL224C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YOR045W",18,31,49,"TM","phobius",51.7222222222222,2.72222222222222,15.7066666666667,0.826666666666667
"YDR331W",10,7,17,"SP","phobius",35.2,3.2,9.31333333333333,0.846666666666667
"YBR286W",8,8,16,"SP","phobius",16,1.77777777777778,7.01,0.778888888888889
"YAL059W",8,9,17,"SP","phobius",26,2.88888888888889,7.4,0.822222222222222
"YIL134C-A",17,13,30,"TM","phobius",58.4,3.24444444444444,14.88,0.826666666666667
"YDR126W",14,5,19,"SP","phobius",52,3.46666666666667,12.7333333333333,0.848888888888889
"YJL174W",8,8,16,"SP","phobius",32.1,3.56666666666667,7.71,0.856666666666667
"YLL053C",20,6,26,"TM","phobius",35.2333333333333,1.67777777777778,16.4733333333333,0.784444444444444
